product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,0,0, India ,6/2/19,No need to say about an iPhone. This is the best of all iPhones that I have ever used. Buying it from Amazon is another enjoyment. Thank you.,5,Best ever iPhone
Apple iPhone XR (64GB) - Black,1,0, India ,12/19/19,Great product but little one day delay delivery,5,XR
Apple iPhone XR (64GB) - Black,1,0, India ,7/16/19,"Ultimate phone, red color",5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,Their is no issue in screen gaming is super dope .,5,ITS APPLE AT JUST 50K
Apple iPhone XR (64GB) - Black,0,0, India ,2/24/20,Go for one plus 7 pro. It's a great deal. I hv both and I can assure u. iPhones can't beat one plus.,4,Apple is good but one plus is best.
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,My first IPhone and I am in love with it..,5,First IPhone
Apple iPhone XR (64GB) - Black,1,0, India ,2/24/20,Excellent phone....money’s worth,5,Excellent phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/30/19,Best battery backup good camera its a value worth but voice call quality is very low mic is not working properly the person on the other end cant hear me clearly,5,One of apple’s best fon
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Got it for good deal..,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,11/20/19,battery life what i liked about the product,4,"Not a worthy even at 42,900"
Apple iPhone XR (64GB) - Black,0,0, India ,9/9/19,Good value worth it,5,best i phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/5/20,"It's a good mobile phone but comes with a 5 watt slow charger but mobile supports fast charging, it should come with a fast charger",5,Charger
Apple iPhone XR (64GB) - Black,0,0, India ,7/31/19,So far enjoying this product. Luckily I could grab this phone on offer for 48k along with offer applied during prime day. First time using an apple product and I am very happy,4,Amazing phone  for this price tag from apple
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Amazing.good camera.value for investment,5,IPhone xr
Apple iPhone XR (64GB) - Black,1,0, India ,2/21/20,Super phone... simply love it..just go for it..,4,Worth buying
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,superb one,5,review
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,I am in love with the battery life of this phone. 100% charged phone takes around 24hrs to go down to 5% even after gaming n continuous usage on daily basis,5,Battery life
Apple iPhone XR (64GB) - Black,0,0, India ,1/20/20,My first iphone and its awesome,5,Luv this phone dream phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/26/19,It feels so nice in hands and a compact device love this. The main problm i have found it can't download files more than 200mb on mobile data.. It requires WiFi only,5,Satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,1/28/20,"Cheers to Amazon! This is the most Value-for-Money online shopping deal ever! I love the iPhone XR, and the Coral is an absolute gaze-stealer and a hit the ladies 🍑",5,BEST iPHONE DEAL EVER!
Apple iPhone XR (64GB) - Black,0,0, India ,10/24/19,Awsome looking premium smartphone. Size is perfect. Interface is so smooth and fast. Battery back up is outstanding. Camera quality is fantastic.,5,Perfect
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Excellent..,5,Go for it
Apple iPhone XR (64GB) - Black,1,0, India ,10/21/19,"Superb phone,great photo clarity and battery backup is good.",5,Definitely would recommend IPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,8/27/19,As expected,5,As expected
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Good,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,7/18/19,Best battery life so far amongst ALL iPhones i used so far in last 8 years...,5,Excellent deal
Apple iPhone XR (64GB) - Black,0,0, India ,10/15/19,"Iphone xr is superb so I gave 5 star, camera is nice but selfie not satisfied to me, battery is also not satisfied. Also like the phone.",5,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,1/1/20,So superb .. I’m 1st time using iPhone . Very interesting nd  I’m impressed .. camera quality awesome .  1day battery backup .. face lock in very strong ..,5,So to good
Apple iPhone XR (64GB) - Black,0,0, India ,7/23/19,Nice alternative,5,Good experience
Apple iPhone XR (64GB) - Black,0,0, India ,10/24/19,WORTH THE PRICE,4,GOOD
Apple iPhone XR (64GB) - Black,0,0, India ,8/6/19,Purchased the new iPhone XR on 21 July.Not sure battery is not at all good. Disappointed with amazo and apple both.please help me out with the exchange or refund .,2,Disappointed with amazon and apple
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,"Phone is awesome , go for it. I purchased in amazon festival offer and it saved my 5000 rs .",5,Loved it awesome product.
Apple iPhone XR (64GB) - Black,1,0, India ,11/26/19,From iPhone SE To iPhone XR. Camera quality is good. FaceID works really nice. Powerful phone.,5,Phone is awesome... delivery on time.
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,The purchase experience was seem less and the delivery also happened promptly. I am very happy with it. The 256 X-r is difficult to get and the product is awesome!!,5,Was looking for a good deal on the X-r 256 and got a really good one! Thx
Apple iPhone XR (64GB) - Black,0,0, India ,11/23/19,I am a new iPhone user switching from android. The battery life is best!!! Last a day for heavy usage. The phone is best in every feature mentioned. WORTH THE PRICE,5,iPhone for everyone !
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Amazing battery life and at a great price specially during the Amazon Great Indian Festival,5,You wont regret buying it
Apple iPhone XR (64GB) - Black,0,0, India ,10/8/19,Now I’m happy with the quality of the phone.,5,Very good. Extra e sim is an advantage.
Apple iPhone XR (64GB) - Black,0,0, India ,9/12/19,"Overall the product is good. As I have used android last 10 years, feeling more customisation needs in iOS. Like the MIUI skin..",5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,9/29/19,After one month of buying the phone it got hung up which never happens with i phone want a immediate replacement,2,Phone hung up
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Awesome as ever,5,Awesome as ever
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,Still one of the best phones out there with this price. The specs are awesome and even the lcd screen shows no compromise even outdoors.,5,Amazed
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,Aswm phone at this price...,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,8/28/19,As an apple user I would like to say that this cell looks really amazing and face lock is just a kinda magic. Camera is as lovely as I expected before my purchase.,5,This mobile shocked people in the respect of touch and its speed along with full display.
Apple iPhone XR (64GB) - Black,0,0, India ,9/2/19,"Awesome product from Apple as usual. Face recognition , back camera quality at its very best. Although front camera during night will not take that great pictures.",5,Worth it! Totally in love with XR
Apple iPhone XR (64GB) - Black,0,0, India ,1/2/20,The best part is the safest delivery taken care off with multiple safety features packaging.,5,Good to switch from android to iOS
Apple iPhone XR (64GB) - Black,0,0, India ,9/9/19,"This phone is amazing .... battery backup is really good.... and the face id function makes your life ease, camera quality is very good ... in love with this phone",5,Amazing phone
Apple iPhone XR (64GB) - Black,1,0, India ,8/24/19,Nice Product to gift someone,5,Value is tooo high
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,"Fantastic Phone, however the camera quality looks inferior specially compared to the one offered in other brands.",5,Superb but Camera could have been better
Apple iPhone XR (64GB) - Black,0,0, India ,3/8/20,Doesn’t save more than 20-30 numbers in call history,4,Good but not great
Apple iPhone XR (64GB) - Black,0,0, India ,1/23/20,I like the buttery smooth interface. Face recognition and battery life are very good. Overall I am very happy with my decision.,5,Feel it
Apple iPhone XR (64GB) - Black,1,0, India ,10/21/19,I mean it's iphone (for crying out loud) 😃,5,Good product 👍
Apple iPhone XR (64GB) - Black,1,0, India ,2/13/20,Charger provided with phone is not working resulting unable to charge phone,4,Replace charger
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,I was scared to buy such worthy product from Online. But i Loved the product from Amazon..It is a great phone. Thanks to Apple n Amazon..Loved it..😍😍😍,5,Iphone Love - Must Read
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,👍,5,👍
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,Apple phones are awsome,5,Awsome
Apple iPhone XR (64GB) - Black,0,0, India ,10/31/19,You dont dislike apple,5,Apple is apple
Apple iPhone XR (64GB) - Black,0,0, India ,12/9/19,Wonderful product and superb service provided by amazon as first time the product was found to be damaged then they immediately replaced it within 4 working days.,5,Highly satisfied &recommended
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,"Face unlock is slow, battery is good, 64gb has less storage go with 128gb minimum. Except security and sharing iphone support almost everything similar to android",4,Awesome product
Apple iPhone XR (64GB) - Black,0,0, India ,10/16/19,Amazing.excellent.,5,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,7/24/19,I got IPhone with in a day time. I’m a first time iOS user and I’m liking it. It has got quite a lot of features. From Face ID to wide screen display.,4,iPhone XR - Nice gadget to Order.
Apple iPhone XR (64GB) - Black,1,0, India ,7/19/19,Product not a good price as well as not desire range of quality,2,Product features poor
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,This is my first iPhone and I’m enjoying the experience. From android to IOS I feel great smoothness in user interface,5,Worth it
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,Excellent phone as expected.,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,10/2/19,Price Wise Excellent Product,5,Price Wise Excellent  Product
Apple iPhone XR (64GB) - Black,0,0, India ,2/18/20,Iphone xr is just awesme....best battery backup..everythings are smooth as butter..and blue coloue......ufff just love it.....,5,Iphone xr..!!!! Just Muuuaaaahhhhhhhh.......😘😘
Apple iPhone XR (64GB) - Black,0,0, India ,12/26/19,Camera is very good and battery life 1day with full Internet,5,Very good phone
Apple iPhone XR (64GB) - Black,0,0, India ,9/1/19,"Excellent product, must buy",5,Excellent product
Apple iPhone XR (64GB) - Black,0,0, India ,7/22/19,Everyone speaking about lesser resolution. I have used 402 ppi mobiles but still I didn't see any problem in iPhone xr lower resolution display... Display is simply awesome,5,Awesome mobile
Apple iPhone XR (64GB) - Black,0,0, India ,1/2/20,"Amazing phone, loved every bit of it",5,Amazing
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Best product of apple for mobile.,5,Best battery life for a iPhone
Apple iPhone XR (64GB) - Black,0,0, India ,8/16/19,"Everything is nice, only the battery should have been more powerful.",5,Very nice phone.
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,The Face ID is too good. I was a bit sceptical at first to move from Touch ID to Face ID. But the tech is too good no problems as now.,4,The value for money IPhone
Apple iPhone XR (64GB) - Black,0,0, India ,7/20/19,"Classy, smooth and meets the expectations.  Thumbs up!!",5,Super phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,Just awesome. Working like a wonder.,5,Excellent Product
Apple iPhone XR (64GB) - Black,0,0, India ,10/17/19,Good,5,Good
Apple iPhone XR (64GB) - Black,1,0, India ,7/17/19,Great phone with excellent battery life.,5,Happy to have it..
Apple iPhone XR (64GB) - Black,0,0, India ,10/29/19,Good product,5,Good
Apple iPhone XR (64GB) - Black,1,0, India ,10/21/19,Gud Apple Product using for the 1st time this  Apple Product Loved it 😍😍,5,Great Product
Apple iPhone XR (64GB) - Black,1,0, India ,12/14/19,Amazing phone,5,Amazing
Apple iPhone XR (64GB) - Black,0,0, India ,2/16/20,four star for the price but awesome mobile,4,good
Apple iPhone XR (64GB) - Black,1,0, India ,1/15/20,Its good...but i feel android was better...and more user friendly,4,Great phone
Apple iPhone XR (64GB) - Black,0,0, India ,3/20/20,Camera quality is just awesome. Loved it. All the features are just woww.,5,Loved it
Apple iPhone XR (64GB) - Black,0,0, India ,1/16/20,Awesome product,5,Best product
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,Awesome is the word for the phone & loved amazon for the great offer ... was good bargain,5,Fantabulous
Apple iPhone XR (64GB) - Black,0,0, India ,5/26/19,"Good performance machine, single camera but with amazing quality, multitasking is fun on this one, it’s the perfect sweet spot between x and xs",5,Go for it
Apple iPhone XR (64GB) - Black,0,0, India ,10/15/19,camera doesn’t recognise non human images for portrait mode. Portrait mode shouldn’t be restricted for humans. There’s a lot of scope for portrait photography which can be excelled.,5,Unhappy with portrait mode of camera
Apple iPhone XR (64GB) - Black,1,0, India ,2/18/20,Its a half eaten beautifully designed APPLE which interacts with you. 😅😂,5,Beautiful product from APPLE.
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,Awesom,2,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,6/24/19,Excellent performance-Awesome Camera-Picture Quality the best in iPhone-Face recognition works perfectly fine.,5,Best Phone
